,station,date,pm25,latitude,longitude,pm25_xgb,pm25_rf,pm25_lgbm
582,tangerang_selatan,2025-03-30,7.155833333333334,-6.29885,106.651,7.718684,7.0776489691160895,8.123827272916515
583,tangerang_selatan,2025-03-30,7.155833333333334,-6.29885,106.651,7.718684,7.0776489691160895,8.123827272916515
584,AHP Capital Place,2025-04-07,22.125,-6.232,106.8205,27.06554,24.94589570999145,26.369010732439943
585,AHP Capital Place,2025-04-07,22.125,-6.232,106.8205,27.14894,25.684549956851534,26.57133308457599
586,Agung Sedayu Group - WTP Ebony (BGM),2025-04-07,23.416666666666668,-6.1039,106.7459,27.41161,24.366184930801392,26.734217586854147
587,Agung Sedayu Group - WTP Ebony (BGM),2025-04-07,23.416666666666668,-6.1039,106.7459,27.758448,24.97391707950168,27.18701137635905
588,Ancol,2025-04-07,14.145833333333334,-6.12459,106.85121,19.913229,24.82601304478116,21.445474277691776
589,Ancol,2025-04-07,14.145833333333334,-6.12459,106.85121,19.89559,24.89157727029589,21.440848297312662
590,Antara ETP - Antara Heritage Center,2025-04-07,18.391304347826086,-6.1656,106.8341,27.516714,25.66039044486152,25.56876407614321
591,Antara ETP - Antara Heritage Center,2025-04-07,18.391304347826086,-6.1656,106.8341,27.434555,26.394987703959146,25.77108642827926
592,Ascott Kuningan - myhome,2025-04-07,28.5,-6.2251,106.824,26.489962,24.99100385453966,26.180629374973687
593,Ascott Kuningan - myhome,2025-04-07,28.5,-6.2251,106.824,26.57336,25.577761841879948,26.38295172710973
594,Cilandak Barat,2025-04-07,30.36842105263158,-6.2997,106.8006,26.646427,24.3214669280582,25.705732145561388
595,Cilandak Barat,2025-04-07,30.36842105263158,-6.2997,106.8006,26.729788,24.580711989932595,25.7403140203633
596,Cipete Selatan Asem II,2025-04-07,28.875,-6.2736,106.8042,25.68986,25.43866681946649,24.289798035867527
597,Cipete Selatan Asem II,2025-04-07,28.875,-6.2736,106.8042,25.625645,25.792901393042676,24.542756157096527
598,DKJ06 GOR Cendrawasih,2025-04-07,14.97,-6.14277,106.72232,21.285152,23.0183067671458,22.62902733972297
599,DKJ06 GOR Cendrawasih,2025-04-07,14.97,-6.14277,106.72232,21.322851,23.401433937284693,22.851196048042883
600,DKJ07 Kebon Bibit Cilangkap,2025-04-07,12.296666666666667,-6.34077,106.90078,25.837606,25.277043816248582,22.863015086400065
601,DKJ07 Kebon Bibit Cilangkap,2025-04-07,12.296666666666667,-6.34077,106.90078,26.17019,25.243159357706716,22.837215714148176
602,DKJ08 GOR Ciracas,2025-04-07,22.09714285714286,-6.32471,106.86548,28.453344,26.435033232371023,26.90587912833192
603,DKJ08 GOR Ciracas,2025-04-07,22.09714285714286,-6.32471,106.86548,28.481474,26.353085615370016,26.94827245633398
604,"DKJ09 TMB Gombol Paya, Kalideres",2025-04-07,16.53875,-6.13059,106.6879,25.07953,22.046962587568498,23.563699345586627
605,"DKJ09 TMB Gombol Paya, Kalideres",2025-04-07,16.53875,-6.13059,106.6879,25.074158,21.93118902206421,23.510283579176456
606,"DKJ10 RPTRA Manggala Bisma, Papanggo",2025-04-07,20.54125,-6.12857,106.86683,24.813639,25.82123323546515,24.983312627993257
607,"DKJ10 RPTRA Manggala Bisma, Papanggo",2025-04-07,20.54125,-6.12857,106.86683,24.853296,26.320563508139717,25.21622603690724
608,DKJ11 Rusun Penjaringan,2025-04-07,14.471666666666666,-6.12798,106.79634,18.165104,26.884158862431853,19.273749564560266
609,DKJ11 Rusun Penjaringan,2025-04-07,14.471666666666666,-6.12798,106.79634,18.161066,27.345329484939587,18.560400716622546
610,DKJ12 Jakarta Equestrian Pulomas,2025-04-07,16.125,-6.1784,106.88775,24.612322,25.14205832587348,24.188879898119907
611,DKJ12 Jakarta Equestrian Pulomas,2025-04-07,16.125,-6.1784,106.88775,24.621359,25.57672401004368,24.236453047362644
612,DKJ13 PPOP Ragunan,2025-04-07,14.665,-6.30579,106.82693,27.034473,24.475328375498453,25.402916181739485
613,DKJ13 PPOP Ragunan,2025-04-07,14.665,-6.30579,106.82693,27.045183,24.643106165991888,25.397493333883503
614,DKJ14 Pulau Panggang,2025-04-07,8.382916666666667,-5.73882,106.60145,14.963509,22.909770933787023,18.577813125206543
615,DKJ14 Pulau Panggang,2025-04-07,8.382916666666667,-5.73882,106.60145,15.002868,22.90681325912476,18.57798695940392
616,DKJ16 Hutan Kota Srengseng,2025-04-07,26.633333333333336,-6.21049,106.76437,25.23818,24.9251459757487,24.326417508733417
617,DKJ16 Hutan Kota Srengseng,2025-04-07,26.633333333333336,-6.21049,106.76437,25.236301,25.21528947406345,24.289195061917784
618,DKJ17 Jl. DI Panjaitan,2025-04-07,31.538749999999997,-6.23333,106.87659,26.378786,24.952124042510988,26.20641259480024
619,DKJ17 Jl. DI Panjaitan,2025-04-07,31.538749999999997,-6.23333,106.87659,26.386488,25.38648375511169,26.493590451353302
620,DKJ18 Jl. Fatmawati,2025-04-07,27.648750000000003,-6.27947,106.79739,26.688412,25.014323576821223,25.31959565354177
621,DKJ18 Jl. Fatmawati,2025-04-07,27.648750000000003,-6.27947,106.79739,26.758698,25.303267722659644,25.37181092376565
622,DKJ19 Jl. Pasar Minggu,2025-04-07,31.2675,-6.27755,106.8426,28.140821,24.809558698866105,23.86505759836041
623,DKJ19 Jl. Pasar Minggu,2025-04-07,31.2675,-6.27755,106.8426,28.323307,24.83267879274156,24.10141564929161
624,DKJ20 Kelapa Gading (SPKU),2025-04-07,22.06625,-6.15405,106.91052,25.584879,25.17790165159438,25.49560739320965
625,DKJ20 Kelapa Gading (SPKU),2025-04-07,22.06625,-6.15405,106.91052,25.526876,25.61954313861,25.732974812128184
626,DKJ21 Kota Tua,2025-04-07,24.32260869565217,-6.13451,106.81322,22.986712,26.04276455243429,23.65795221156359
627,DKJ21 Kota Tua,2025-04-07,24.32260869565217,-6.13451,106.81322,22.970407,26.619316402011453,23.78869608653518
628,DKJ22 PT JIEP Pulogadung,2025-04-07,31.067391304347826,-6.20666,106.91967,29.859905,25.90572269651625,28.987065966833917
629,DKJ22 PT JIEP Pulogadung,2025-04-07,31.067391304347826,-6.20666,106.91967,29.86208,25.905824135674376,29.012303963385023
630,DKJ23 Pulau Pramuka,2025-04-07,8.14125,-5.74585,106.61384,14.963509,22.909770933787023,18.577813125206543
631,DKJ23 Pulau Pramuka,2025-04-07,8.14125,-5.74585,106.61384,15.002868,22.90681325912476,18.57798695940392
632,"DKJ24 Jl Mesjid Al Alam, Marunda",2025-04-07,24.497272727272726,-6.09499,106.96004,26.292374,27.62903427653843,26.570553422038625
633,"DKJ24 Jl Mesjid Al Alam, Marunda",2025-04-07,24.497272727272726,-6.09499,106.96004,26.815012,27.63777563307021,26.605307044442323
634,DKJ25 Stadion Olah Raga JIS,2025-04-07,21.710869565217394,-6.1248,106.86002,21.96515,24.781635118060645,22.13240739425438
635,DKJ25 Stadion Olah Raga JIS,2025-04-07,21.710869565217394,-6.1248,106.86002,22.239107,25.3209864224328,22.393300184851046
636,DKJ26 Taman Delonix,2025-04-07,30.81913043478261,-6.34676,106.8695,28.110275,25.422504220538677,26.324604395735115
637,DKJ26 Taman Delonix,2025-04-07,30.81913043478261,-6.34676,106.8695,28.138405,25.36270647684733,26.31297398957676
638,DKJ27 Taman Tebet Ecopark,2025-04-07,27.008636363636366,-6.23717,106.8529,27.850182,26.22841739866469,26.033324446723032
639,DKJ27 Taman Tebet Ecopark,2025-04-07,27.008636363636366,-6.23717,106.8529,27.835228,26.517662499745683,26.18138235122
640,DKJ28 Terminal Kalideres,2025-04-07,29.405833333333334,-6.15449,106.70515,27.515831,23.88342701699997,28.07321186632702
641,DKJ28 Terminal Kalideres,2025-04-07,29.405833333333334,-6.15449,106.70515,27.511793,23.999187964333416,28.055775867336607
642,DKJ31 Rusun Marunda,2025-04-07,23.385416666666668,-6.09661,106.96295,25.048174,25.555258131880752,24.42151367548021
643,DKJ31 Rusun Marunda,2025-04-07,23.385416666666668,-6.09661,106.96295,25.048174,25.555258131880752,24.42151367548021
644,DKJ31 Rusun Marunda,2025-04-07,23.385416666666668,-6.09661,106.96295,25.048174,25.59072509774366,24.585485631785925
645,DKJ31 Rusun Marunda,2025-04-07,23.385416666666668,-6.09661,106.96295,25.048174,25.59072509774366,24.585485631785925
646,"Duitku PG, Kebon Jeruk",2025-04-07,26.782608695652176,-6.1916,106.7588,24.76148,26.781845857832145,26.110164772316537
647,"Duitku PG, Kebon Jeruk",2025-04-07,26.782608695652176,-6.1916,106.7588,24.885681,26.966535095638672,26.416299596216167
648,Duta Niaga Pondok Indah,2025-04-07,20.466666666666665,-6.2887,106.7832,28.406853,24.786559354994036,27.520685450493936
649,Duta Niaga Pondok Indah,2025-04-07,20.466666666666665,-6.2887,106.7832,31.715294,25.11760957400004,30.40442248263897
650,ERASMUS HUIS DUTCH CULTURAL CENTER,2025-04-07,19.5125,-6.2356,106.8278,27.085772,25.20991616566976,24.485981873253827
651,ERASMUS HUIS DUTCH CULTURAL CENTER,2025-04-07,19.5125,-6.2356,106.8278,27.070818,25.56944021330939,24.550984307163212
652,Gading Harmony,2025-04-07,17.754166666666666,-6.1656,106.8995,28.172607,25.74027020560371,27.450461238705795
653,Gading Harmony,2025-04-07,17.754166666666666,-6.1656,106.8995,28.187857,25.993536998960717,27.46381465262447
654,Graha LMU,2025-04-07,39.86666666666667,-6.1839,106.9227,32.581383,26.07957636727228,33.3683337581612
655,Graha LMU,2025-04-07,39.86666666666667,-6.1839,106.9227,32.583557,26.08623387442696,33.366096469769424
656,Gran Melia Jakarta,2025-04-07,30.041666666666668,-6.2348,106.83,27.085772,25.20991616566976,24.485981873253827
657,Gran Melia Jakarta,2025-04-07,30.041666666666668,-6.2348,106.83,27.070818,25.56944021330939,24.550984307163212
658,INDODAX,2025-04-07,23.150000000000002,-6.21225,106.82138,26.532316,25.61110579384697,25.93636972034624
659,INDODAX,2025-04-07,23.150000000000002,-6.21225,106.82138,26.666098,26.05956953790452,26.13869207248229
660,Jakarta-Selatan-CasaGrande,2025-04-07,17.170833333333334,-6.222,106.842,26.48423,25.566818705664744,25.58830087681716
661,Jakarta-Selatan-CasaGrande,2025-04-07,17.170833333333334,-6.222,106.842,26.474194,26.305060482025144,25.732012999660935
662,Jalan Pasir Putih II,2025-04-07,17.795652173913044,-6.12547,106.84675,19.913229,24.82601304478116,21.445474277691776
663,Jalan Pasir Putih II,2025-04-07,17.795652173913044,-6.12547,106.84675,19.89559,24.89157727029589,21.440848297312662
664,Jeruk Purut,2025-04-07,33.63157894736842,-6.2842,106.8118,27.377256,24.886517184575403,25.087229684184145
665,Jeruk Purut,2025-04-07,33.63157894736842,-6.2842,106.8118,27.454176,25.243006831275093,25.05013543998645
666,KRN,2025-04-07,20.5,-6.1439,106.899,25.57492,25.605336867438425,24.432361753724685
667,KRN,2025-04-07,20.5,-6.1439,106.899,25.630371,26.46286438835992,24.77692521796731
668,Kemang Dalam IX,2025-04-07,27.727272727272727,-6.2683,106.8192,26.759275,24.61044189982944,24.51075851942989
669,Kemang Dalam IX,2025-04-07,27.727272727272727,-6.2683,106.8192,26.757282,24.56244379785326,24.535996515981005
670,Kemang Timur V,2025-04-07,26.625,-6.263,106.8259,26.759275,24.61044189982944,24.51075851942989
671,Kemang Timur V,2025-04-07,26.625,-6.263,106.8259,26.757282,24.56244379785326,24.535996515981005
672,Kemang V,2025-04-07,30.047619047619047,-6.2631,106.8205,26.759275,24.61044189982944,24.51075851942989
673,Kemang V,2025-04-07,30.047619047619047,-6.2631,106.8205,26.757282,24.56244379785326,24.535996515981005
674,Kemayoran,2025-04-07,22.768181818181816,-6.16168,106.84138,25.814749,24.70369755109151,24.73393622586813
675,Kemayoran,2025-04-07,22.768181818181816,-6.16168,106.84138,25.823788,25.29440277205573,24.971303644786676
676,Kompas Gramedia,2025-04-07,28.428571428571427,-6.2098,106.7951,25.730274,24.296256455315483,25.415407434381887
677,Kompas Gramedia,2025-04-07,28.428571428571427,-6.2098,106.7951,25.77593,24.65980316691929,25.74059106378849
678,Layar Permai PIK,2025-04-07,24.045454545454547,-6.1077,106.753,28.68196,24.908138741387265,27.486229457715048
679,Layar Permai PIK,2025-04-07,24.045454545454547,-6.1077,106.753,28.609459,25.14140479617649,27.490321818962357
680,Pantai Mutiara,2025-04-07,18.363636363636363,-6.1101,106.7957,26.258568,25.249518860711,25.27611906863588
681,Pantai Mutiara,2025-04-07,18.363636363636363,-6.1101,106.7957,26.539932,25.749030447006227,25.59072577871663
682,"Pulo Mas, Kayu Putih",2025-04-07,27.041666666666668,-6.1834,106.88745,28.917727,25.571838963826497,28.190386178912565
683,"Pulo Mas, Kayu Putih",2025-04-07,27.041666666666668,-6.1834,106.88745,28.913689,25.925673251681857,28.170797127518902
684,"Pulo Mas, Kayu Putih 2",2025-04-07,24.0,-6.1841,106.8873,28.917727,25.571838963826497,28.190386178912565
685,"Pulo Mas, Kayu Putih 2",2025-04-07,24.0,-6.1841,106.8873,28.913689,25.925673251681857,28.170797127518902
686,Puretrex Indonesia - Tegal Alur / Kalideres,2025-04-07,20.59090909090909,-6.1175,106.7274,26.416025,23.2371722539266,24.615473979483404
687,Puretrex Indonesia - Tegal Alur / Kalideres,2025-04-07,20.59090909090909,-6.1175,106.7274,26.389832,23.061567507849805,24.633933731227952
688,Puri Indah,2025-04-07,30.095238095238095,-6.1869,106.7369,27.09312,25.73738286336261,26.48936155288524
689,Puri Indah,2025-04-07,30.095238095238095,-6.1869,106.7369,27.15507,26.334146734873432,26.7068392926862
690,Rembang Bukit,2025-04-07,26.782608695652176,-6.2805,106.7789,25.34547,23.385045227474635,24.48664165210377
691,Rembang Bukit,2025-04-07,26.782608695652176,-6.2805,106.7789,25.36551,23.838523132536142,24.480881576768823
692,RespoKare Mask - Wisma 76,2025-04-07,20.154166666666665,-6.19088,106.79804,24.916323,26.703363167444845,27.074952035592684
693,RespoKare Mask - Wisma 76,2025-04-07,20.154166666666665,-6.19088,106.79804,24.924025,26.8265695815616,27.27727438772873
694,Semanggi,2025-04-07,21.333333333333332,-6.2171,106.8115,25.331705,25.1753771103753,26.35347052961359
695,Semanggi,2025-04-07,21.333333333333332,-6.2171,106.8115,25.225075,25.94910566118028,26.555792881749635
696,Simprug THL Area,2025-04-07,24.208333333333332,-6.2279,106.7936,24.791147,25.693344472249343,26.13449522724853
697,Simprug THL Area,2025-04-07,24.208333333333332,-6.2279,106.7936,24.789268,25.932806376351245,26.28255313174549
698,Taman Patra,2025-04-07,25.666666666666668,-6.2362,106.8326,27.085772,25.20991616566976,24.485981873253827
699,Taman Patra,2025-04-07,25.666666666666668,-6.2362,106.8326,27.070818,25.56944021330939,24.550984307163212
700,Taman Resort Mediterania,2025-04-07,21.428571428571427,-6.12,106.767,28.758842,25.37031095292833,29.34757179043972
701,Taman Resort Mediterania,2025-04-07,21.428571428571427,-6.12,106.767,29.064306,26.023093118667603,29.7346510573573
702,The RBS - AirVisual Outdoor,2025-04-07,25.75,-6.2291,106.8024,25.224377,25.661840400695795,25.963948878393325
703,The RBS - AirVisual Outdoor,2025-04-07,25.75,-6.2291,106.8024,25.14571,26.270862636566157,26.11200678289029
704,US Embassy 1,2025-04-07,20.05602284516188,-6.18254,106.83424,29.307112,26.98175444073146,27.720952840064395
705,US Embassy 1,2025-04-07,20.05602284516188,-6.18254,106.83424,29.366518,27.46648275269401,27.923275192200443
706,US Embassy 2,2025-04-07,23.597180270212643,-6.2367,106.79324,26.309328,25.17834382798936,26.165668411321448
707,US Embassy 2,2025-04-07,23.597180270212643,-6.2367,106.79324,26.30745,25.630021416346228,26.31372631581841
708,US Embassy in Central Jakarta,2025-04-07,19.366666666666667,-6.18254,106.83424,29.307112,26.98175444073146,27.720952840064395
709,US Embassy in Central Jakarta,2025-04-07,19.366666666666667,-6.18254,106.83424,29.366518,27.46648275269401,27.923275192200443
710,US Embassy in South Jakarta,2025-04-07,24.40869565217391,-6.2367,106.79324,26.309328,25.17834382798936,26.165668411321448
711,US Embassy in South Jakarta,2025-04-07,24.40869565217391,-6.2367,106.79324,26.30745,25.630021416346228,26.31372631581841
712,Wisma Barito Pacific,2025-04-07,24.98695652173913,-6.19698,106.79841,24.916323,26.703363167444845,27.074952035592684
713,Wisma Barito Pacific,2025-04-07,24.98695652173913,-6.19698,106.79841,24.924025,26.8265695815616,27.27727438772873
714,Wisma Matahari Power,2025-04-07,28.09090909090909,-6.2087,106.7839,26.386116,25.541312136120265,26.03267105070257
715,Wisma Matahari Power,2025-04-07,28.09090909090909,-6.2087,106.7839,26.375225,25.70203987651401,26.35615049682872
716,kabupaten_bekasi,2025-04-07,13.125833333333333,-6.3638,107.172,18.328981,17.986045984692044,19.262439070699383
717,kabupaten_bekasi,2025-04-07,13.125833333333333,-6.3638,107.172,18.355707,18.300635159280567,19.580586272892525
718,kabupaten_bogor,2025-04-07,21.657916666666665,-6.48137,106.829,23.284307,23.83270736058553,23.22916295612639
719,kabupaten_bogor,2025-04-07,21.657916666666665,-6.48137,106.829,23.255932,23.836488261752663,23.003388729720875
720,tangerang,2025-04-07,19.423333333333332,-6.19749,106.57,20.586226,18.258240254720054,18.091823576912432
721,tangerang,2025-04-07,19.423333333333332,-6.19749,106.57,20.544472,18.2094905784395,18.060895733395967
722,tangerang_benteng_betawi,2025-04-07,14.669166666666667,-6.17567,106.645,20.70064,20.64324950006273,23.366115911463616
723,tangerang_benteng_betawi,2025-04-07,14.669166666666667,-6.17567,106.645,20.631096,20.34846063454945,23.29138904366544
724,AHP Capital Place,2025-04-14,11.708333333333334,-6.232,106.8205,16.159433,12.77033428139157,16.026259897120006
725,AHP Capital Place,2025-04-14,11.708333333333334,-6.232,106.8205,15.674084,12.530089171197682,16.005484487080956
726,ANTARA ETP - Bundaran HI,2025-04-14,12.666666666666666,-6.1955,106.8243,15.293032,12.719817379315696,17.753165348467423
727,ANTARA ETP - Bundaran HI,2025-04-14,12.666666666666666,-6.1955,106.8243,15.358581,12.754014634556242,17.73238993842838
728,Agung Sedayu Group - WTP Ebony (BGM),2025-04-14,21.217391304347824,-6.1039,106.7459,15.061584,13.990003840658405,14.963628911491618
729,Agung Sedayu Group - WTP Ebony (BGM),2025-04-14,21.217391304347824,-6.1039,106.7459,15.033764,13.98008382214441,15.41280073083165
730,Ancol,2025-04-14,4.790909090909091,-6.12459,106.85121,9.847099,13.158844040234886,11.076980645704609
731,Ancol,2025-04-14,4.790909090909091,-6.12459,106.85121,9.843469,13.176314986546837,11.06112508418155
732,Antara ETP - Antara Heritage Center,2025-04-14,8.875,-6.1656,106.8341,14.044137,12.906303689214925,16.668379812694095
733,Antara ETP - Antara Heritage Center,2025-04-14,8.875,-6.1656,106.8341,14.122098,13.006187367969092,16.647604402655052
734,Ascott Kuningan - myhome,2025-04-14,12.041666666666666,-6.2251,106.824,14.76744,12.441782196362816,16.306668589267588
735,Ascott Kuningan - myhome,2025-04-14,12.041666666666666,-6.2251,106.824,14.320333,12.309431273672322,16.285893179228545
736,Cilandak Barat,2025-04-14,13.75,-6.2997,106.8006,15.376359,13.05246193567912,14.997027150788526
737,Cilandak Barat,2025-04-14,13.75,-6.2997,106.8006,15.38354,13.105752620167204,15.081556293823766
738,Cipete Selatan Asem II,2025-04-14,9.875,-6.2736,106.8042,13.7614765,11.35876108593411,13.69867837214367
739,Cipete Selatan Asem II,2025-04-14,9.875,-6.2736,106.8042,13.522332,11.583585264947684,13.677479989852024
740,DKJ01 Bundaran HI,2025-04-14,14.989473684210527,-6.19475,106.8231,15.293032,12.719817379315696,17.753165348467423
741,DKJ01 Bundaran HI,2025-04-14,14.989473684210527,-6.19475,106.8231,15.358581,12.754014634556242,17.73238993842838
742,DKJ02 Kelapa Gading,2025-04-14,14.253157894736843,-6.15394,106.90805,16.060623,13.332076523039078,17.327578675346594
743,DKJ02 Kelapa Gading,2025-04-14,14.253157894736843,-6.15394,106.90805,16.01002,13.3260307958391,17.29976038391892
744,DKJ03 Jagakarsa,2025-04-14,14.655263157894737,-6.33623,106.81857,18.202742,15.916269297599792,15.206599548064617
745,DKJ03 Jagakarsa,2025-04-14,14.655263157894737,-6.33623,106.81857,18.193716,15.822053108215332,15.233022591411093
746,DKJ04 Lubang Buaya,2025-04-14,8.37,-6.29031,106.9086,20.810625,16.353595027393766,20.094030891342666
747,DKJ04 Lubang Buaya,2025-04-14,8.37,-6.29031,106.9086,20.964533,16.373179912037322,20.577002215535757
748,DKJ05 Kebun Jeruk,2025-04-14,16.120526315789476,-6.19201,106.77079,14.9832115,12.999058915774024,14.116694107823008
749,DKJ05 Kebun Jeruk,2025-04-14,16.120526315789476,-6.19201,106.77079,14.98978,13.090442754427588,14.201822907431035
750,DKJ06 GOR Cendrawasih,2025-04-14,12.63375,-6.14277,106.72232,9.918266,12.334679411252347,11.600199902023975
751,DKJ06 GOR Cendrawasih,2025-04-14,12.63375,-6.14277,106.72232,9.880799,12.302565139134732,11.658523592411123
752,DKJ07 Kebon Bibit Cilangkap,2025-04-14,15.119583333333333,-6.34077,106.90078,15.390986,16.927057602140643,12.81755855832886
753,DKJ07 Kebon Bibit Cilangkap,2025-04-14,15.119583333333333,-6.34077,106.90078,15.375707,16.91599341657427,12.811962350470257
754,DKJ08 GOR Ciracas,2025-04-14,13.839583333333332,-6.32471,106.86548,15.936364,14.062033113903466,16.10764666532698
755,DKJ08 GOR Ciracas,2025-04-14,13.839583333333332,-6.32471,106.86548,15.921126,14.060316751268171,16.14134039110351
756,"DKJ09 TMB Gombol Paya, Kalideres",2025-04-14,14.335416666666667,-6.13059,106.6879,12.779867,13.2415688832601,12.048473968712951
757,"DKJ09 TMB Gombol Paya, Kalideres",2025-04-14,14.335416666666667,-6.13059,106.6879,12.771641,13.225371369255924,12.011591377187589
758,"DKJ10 RPTRA Manggala Bisma, Papanggo",2025-04-14,14.265,-6.12857,106.86683,15.316243,13.136336620118882,16.882735519057807
759,"DKJ10 RPTRA Manggala Bisma, Papanggo",2025-04-14,14.265,-6.12857,106.86683,15.2007675,12.951616370942856,16.57757420141279
760,DKJ11 Rusun Penjaringan,2025-04-14,10.999583333333334,-6.12798,106.79634,7.6381445,11.914723183843831,6.286696683261113
761,DKJ11 Rusun Penjaringan,2025-04-14,10.999583333333334,-6.12798,106.79634,7.429219,11.854971232944072,5.563877282290154
762,DKJ12 Jakarta Equestrian Pulomas,2025-04-14,9.45875,-6.1784,106.88775,14.013975,12.405396505991618,14.665760993779829
763,DKJ12 Jakarta Equestrian Pulomas,2025-04-14,9.45875,-6.1784,106.88775,13.791336,12.385834421051872,14.595919746287075
764,DKJ13 PPOP Ragunan,2025-04-14,11.376249999999999,-6.30579,106.82693,16.535767,14.5759827290641,16.77689319258752
765,DKJ13 PPOP Ragunan,2025-04-14,11.376249999999999,-6.30579,106.82693,16.534012,14.503931230439084,16.755158211796225
766,DKJ14 Pulau Panggang,2025-04-14,6.798333333333333,-5.73882,106.60145,2.958997,12.590933874448142,4.496414476511706
767,DKJ14 Pulau Panggang,2025-04-14,6.798333333333333,-5.73882,106.60145,2.9283257,12.590933874448142,4.507983224615408
768,DKJ16 Hutan Kota Srengseng,2025-04-14,8.524583333333334,-6.21049,106.76437,10.919669,12.90224486774868,12.214705096630274
769,DKJ16 Hutan Kota Srengseng,2025-04-14,8.524583333333334,-6.21049,106.76437,10.865115,12.9016781451967,12.177822505104908
770,DKJ17 Jl. DI Panjaitan,2025-04-14,9.529166666666667,-6.23333,106.87659,14.783259,12.576672359042702,15.544682841742288
771,DKJ17 Jl. DI Panjaitan,2025-04-14,9.529166666666667,-6.23333,106.87659,14.76132,12.497431312137184,15.517423844664986
772,DKJ18 Jl. Fatmawati,2025-04-14,11.992083333333333,-6.27947,106.79739,14.755852,12.60907748805152,14.092169323833993
773,DKJ18 Jl. Fatmawati,2025-04-14,11.992083333333333,-6.27947,106.79739,14.74612,12.598138899803162,14.176698466869231
774,DKJ19 Jl. Pasar Minggu,2025-04-14,20.710416666666667,-6.27755,106.8426,14.902173,13.392630173365276,15.971502371532896
775,DKJ19 Jl. Pasar Minggu,2025-04-14,20.710416666666667,-6.27755,106.8426,15.072241,13.356061837408278,16.0293102687409
776,DKJ20 Kelapa Gading (SPKU),2025-04-14,6.877083333333334,-6.15405,106.91052,16.8315,15.88022429890103,17.63170282489656
777,DKJ20 Kelapa Gading (SPKU),2025-04-14,6.877083333333334,-6.15405,106.91052,16.708979,15.876943997806976,17.597401110778467
778,DKJ21 Kota Tua,2025-04-14,9.379583333333334,-6.13451,106.81322,12.143851,11.809239579836534,11.594502698713391
779,DKJ21 Kota Tua,2025-04-14,9.379583333333334,-6.13451,106.81322,12.124693,11.665488195419318,11.577982188617296
780,DKJ22 PT JIEP Pulogadung,2025-04-14,10.158333333333333,-6.20666,106.91967,20.597752,17.25703522470263,19.77229076752092
781,DKJ22 PT JIEP Pulogadung,2025-04-14,10.158333333333333,-6.20666,106.91967,20.60772,17.258416294521762,19.80897486062528
782,DKJ23 Pulau Pramuka,2025-04-14,1.9504166666666667,-5.74585,106.61384,2.958997,12.590933874448142,4.496414476511706
783,DKJ23 Pulau Pramuka,2025-04-14,1.9504166666666667,-5.74585,106.61384,2.9283257,12.590933874448142,4.507983224615408
784,"DKJ24 Jl Mesjid Al Alam, Marunda",2025-04-14,10.18125,-6.09499,106.96004,21.461401,20.236430206298827,20.62067858323951
785,"DKJ24 Jl Mesjid Al Alam, Marunda",2025-04-14,10.18125,-6.09499,106.96004,21.45627,20.214867271847197,20.62240875892955
786,DKJ25 Stadion Olah Raga JIS,2025-04-14,5.6816666666666675,-6.1248,106.86002,12.939571,14.856792435646057,12.908362724656971
787,DKJ25 Stadion Olah Raga JIS,2025-04-14,5.6816666666666675,-6.1248,106.86002,12.846034,14.659416693581475,12.941248073053517
788,DKJ26 Taman Delonix,2025-04-14,12.5475,-6.34676,106.8695,19.384914,15.844903686311506,17.813637616052972
789,DKJ26 Taman Delonix,2025-04-14,12.5475,-6.34676,106.8695,19.34714,15.886450905799864,17.847331341829502
790,DKJ27 Taman Tebet Ecopark,2025-04-14,8.379583333333334,-6.23717,106.8529,15.001479,13.03320051405165,16.37167083459943
791,DKJ27 Taman Tebet Ecopark,2025-04-14,8.379583333333334,-6.23717,106.8529,15.016994,12.97510475370619,16.22397654933178
792,DKJ28 Terminal Kalideres,2025-04-14,17.78125,-6.15449,106.70515,13.674726,13.323624601364132,13.196838783545676
793,DKJ28 Terminal Kalideres,2025-04-14,17.78125,-6.15449,106.70515,13.667833,13.332545603116351,13.197984130202832
794,DKJ29 Kantor Walikota Jakarta Barat,2025-04-14,10.863478260869567,-6.18582,106.73771,12.995752,12.46241331581654,12.65415330296685
795,DKJ29 Kantor Walikota Jakarta Barat,2025-04-14,10.863478260869567,-6.18582,106.73771,12.995752,12.46241331581654,12.65415330296685
796,DKJ29 Kantor Walikota Jakarta Barat,2025-04-14,10.863478260869567,-6.18582,106.73771,13.153214,12.648917865057962,12.580532305638414
797,DKJ29 Kantor Walikota Jakarta Barat,2025-04-14,10.863478260869567,-6.18582,106.73771,13.153214,12.648917865057962,12.580532305638414
798,DKJ31 Rusun Marunda,2025-04-14,16.537499999999998,-6.09661,106.96295,21.771147,20.300132910410564,21.29640682016532
799,DKJ31 Rusun Marunda,2025-04-14,16.537499999999998,-6.09661,106.96295,21.721611,20.248077515496146,21.292543457402274
800,"Duitku PG, Kebon Jeruk",2025-04-14,13.041666666666666,-6.1916,106.7588,12.793235,13.157624035411404,13.557789441806433
801,"Duitku PG, Kebon Jeruk",2025-04-14,13.041666666666666,-6.1916,106.7588,12.373301,13.126032810211177,13.775894444545065
802,Duta Niaga Pondok Indah,2025-04-14,10.208333333333334,-6.2887,106.7832,16.679083,13.783323036829634,15.922911360693163
